timestamp_unix,timestamp_iso_utc,cpu_percent
1759821840,2025-10-07T07:24:00+00:00,3.9999999999982663
1759821855,2025-10-07T07:24:15+00:00,4.499999999999702
1759821870,2025-10-07T07:24:30+00:00,6.499999999999773
1759821885,2025-10-07T07:24:45+00:00,6.3333333333313675
1759821900,2025-10-07T07:25:00+00:00,96.83333333333432
1759821915,2025-10-07T07:25:15+00:00,97.83333333333341
1759821930,2025-10-07T07:25:30+00:00,99.33333333333394
1759821945,2025-10-07T07:25:45+00:00,33.99999999999939
1759821960,2025-10-07T07:26:00+00:00,99.33333333333205
1759821975,2025-10-07T07:26:15+00:00,99.83333333333348
1759821990,2025-10-07T07:26:30+00:00,67.83333333333417
1759822005,2025-10-07T07:26:45+00:00,99.83333333333348
1759822020,2025-10-07T07:27:00+00:00,100.0
1759822035,2025-10-07T07:27:15+00:00,84.33333333333432
1759822050,2025-10-07T07:27:30+00:00,97.666666666665
1759822065,2025-10-07T07:27:45+00:00,97.16666666666545
1759822080,2025-10-07T07:28:00+00:00,65.33333333333265
1759822095,2025-10-07T07:28:15+00:00,13.666666666663716
1759822110,2025-10-07T07:28:30+00:00,7.333333333334252
1759822125,2025-10-07T07:28:45+00:00,7.833333333330003
1759822140,2025-10-07T07:29:00+00:00,96.83333333333432
1759822155,2025-10-07T07:29:15+00:00,98.8333333333325
1759822170,2025-10-07T07:29:30+00:00,98.66666666666788
1759822185,2025-10-07T07:29:45+00:00,83.66666666666825
1759822200,2025-10-07T07:30:00+00:00,96.33333333333287
1759822215,2025-10-07T07:30:15+00:00,91.50000000000394
1759822230,2025-10-07T07:30:30+00:00,100.0
1759822245,2025-10-07T07:30:45+00:00,68.66666666666674
1759822260,2025-10-07T07:31:00+00:00,100.0
1759822275,2025-10-07T07:31:15+00:00,100.0
1759822290,2025-10-07T07:31:30+00:00,83.49999999999986
1759822305,2025-10-07T07:31:45+00:00,100.0
1759822320,2025-10-07T07:32:00+00:00,82.83333333333378
