timestamp_unix,timestamp_iso_utc,cpu_percent
1759821840,2025-10-07T07:24:00+00:00,3.499999998408981
1759821855,2025-10-07T07:24:15+00:00,2.1666666686845275
1759821870,2025-10-07T07:24:30+00:00,1.6666666672487338
1759821885,2025-10-07T07:24:45+00:00,2.166666666744277
1759821900,2025-10-07T07:25:00+00:00,100.0
1759821915,2025-10-07T07:25:15+00:00,83.66666666600699
1759821930,2025-10-07T07:25:30+00:00,99.83333333317812
1759821945,2025-10-07T07:25:45+00:00,100.0
1759821960,2025-10-07T07:26:00+00:00,100.0
1759821975,2025-10-07T07:26:15+00:00,99.66666666732635
1759821990,2025-10-07T07:26:30+00:00,83.33333333333334
1759822005,2025-10-07T07:26:45+00:00,97.49999999961194
1759822020,2025-10-07T07:27:00+00:00,2.000000000892527
1759822035,2025-10-07T07:27:15+00:00,3.9999999988746424
1759822050,2025-10-07T07:27:30+00:00,3.1666666657353346
1759822065,2025-10-07T07:27:45+00:00,2.333333332596041
1759822080,2025-10-07T07:28:00+00:00,97.99999999910749
1759822095,2025-10-07T07:28:15+00:00,97.3333333337602
1759822110,2025-10-07T07:28:30+00:00,83.49999999918509
1759822125,2025-10-07T07:28:45+00:00,94.00000000023283
1759822140,2025-10-07T07:29:00+00:00,97.3333333337602
1759822155,2025-10-07T07:29:15+00:00,95.16666666701592
1759822170,2025-10-07T07:29:30+00:00,96.83333333329453
1759822185,2025-10-07T07:29:45+00:00,97.49999999961194
1759822200,2025-10-07T07:30:00+00:00,92.33333333395422
1759822215,2025-10-07T07:30:15+00:00,98.66666666736516
1759822230,2025-10-07T07:30:30+00:00,98.33333333372138
1759822245,2025-10-07T07:30:45+00:00,96.50000000256114
1759822260,2025-10-07T07:31:00+00:00,99.83333333414824
1759822275,2025-10-07T07:31:15+00:00,78.33333333352735
1759822290,2025-10-07T07:31:30+00:00,97.33333333181993
1759822305,2025-10-07T07:31:45+00:00,4.833333332984097
1759822320,2025-10-07T07:32:00+00:00,98.0000000000776
