timestamp_unix,timestamp_iso_utc,cpu_percent
1759821840,2025-10-07T07:24:00+00:00,12.99999999901047
1759821855,2025-10-07T07:24:15+00:00,9.750000000349246
1759821870,2025-10-07T07:24:30+00:00,8.999999999650754
1759821885,2025-10-07T07:24:45+00:00,8.000000000174623
1759821900,2025-10-07T07:25:00+00:00,100.0
1759821915,2025-10-07T07:25:15+00:00,99.24999999930151
1759821930,2025-10-07T07:25:30+00:00,99.74999999976717
1759821945,2025-10-07T07:25:45+00:00,100.0
1759821960,2025-10-07T07:26:00+00:00,99.49999999953434
1759821975,2025-10-07T07:26:15+00:00,9.249999998428393
1759821990,2025-10-07T07:26:30+00:00,98.24999999982538
1759822005,2025-10-07T07:26:45+00:00,99.74999999976717
1759822020,2025-10-07T07:27:00+00:00,100.0
1759822035,2025-10-07T07:27:15+00:00,100.0
1759822050,2025-10-07T07:27:30+00:00,98.50000000005821
1759822065,2025-10-07T07:27:45+00:00,99.74999999976717
1759822080,2025-10-07T07:28:00+00:00,8.750000000873115
1759822095,2025-10-07T07:28:15+00:00,9.750000000349246
1759822110,2025-10-07T07:28:30+00:00,8.500000002095476
1759822125,2025-10-07T07:28:45+00:00,99.74999999976717
1759822140,2025-10-07T07:29:00+00:00,92.74999999906868
1759822155,2025-10-07T07:29:15+00:00,100.0
1759822170,2025-10-07T07:29:30+00:00,99.49999999953434
1759822185,2025-10-07T07:29:45+00:00,99.2500000007567
1759822200,2025-10-07T07:30:00+00:00,98.74999999883585
1759822215,2025-10-07T07:30:15+00:00,100.0
1759822230,2025-10-07T07:30:30+00:00,100.0
1759822245,2025-10-07T07:30:45+00:00,100.0
1759822260,2025-10-07T07:31:00+00:00,99.49999999953434
1759822275,2025-10-07T07:31:15+00:00,99.75000000122236
1759822290,2025-10-07T07:31:30+00:00,10.499999999592546
1759822305,2025-10-07T07:31:45+00:00,8.499999999185093
1759822320,2025-10-07T07:32:00+00:00,11.499999999068677
