timestamp_unix,timestamp_iso_utc,cpu_percent
1759821840,2025-10-07T07:24:00+00:00,5.999999999767169
1759821855,2025-10-07T07:24:15+00:00,7.500000001164153
1759821870,2025-10-07T07:24:30+00:00,7.250000000931323
1759821885,2025-10-07T07:24:45+00:00,5.999999999767169
1759821900,2025-10-07T07:25:00+00:00,99.24999999930151
1759821915,2025-10-07T07:25:15+00:00,99.74999999976717
1759821930,2025-10-07T07:25:30+00:00,99.75000000122236
1759821945,2025-10-07T07:25:45+00:00,99.49999999953434
1759821960,2025-10-07T07:26:00+00:00,100.0
1759821975,2025-10-07T07:26:15+00:00,35.74999999982538
1759821990,2025-10-07T07:26:30+00:00,100.0
1759822005,2025-10-07T07:26:45+00:00,100.0
1759822020,2025-10-07T07:27:00+00:00,100.0
1759822035,2025-10-07T07:27:15+00:00,99.74999999976717
1759822050,2025-10-07T07:27:30+00:00,99.00000000052387
1759822065,2025-10-07T07:27:45+00:00,99.75000000122236
1759822080,2025-10-07T07:28:00+00:00,7.250000000931323
1759822095,2025-10-07T07:28:15+00:00,10.250000002270099
1759822110,2025-10-07T07:28:30+00:00,25.99999999947613
1759822125,2025-10-07T07:28:45+00:00,100.0
1759822140,2025-10-07T07:29:00+00:00,99.2500000007567
1759822155,2025-10-07T07:29:15+00:00,99.74999999976717
1759822170,2025-10-07T07:29:30+00:00,99.74999999976717
1759822185,2025-10-07T07:29:45+00:00,99.74999999976717
1759822200,2025-10-07T07:30:00+00:00,5.250000000523869
1759822215,2025-10-07T07:30:15+00:00,6.74999999901047
1759822230,2025-10-07T07:30:30+00:00,8.500000000640284
1759822245,2025-10-07T07:30:45+00:00,99.49999999953434
1759822260,2025-10-07T07:31:00+00:00,100.0
1759822275,2025-10-07T07:31:15+00:00,99.24999999930151
1759822290,2025-10-07T07:31:30+00:00,5.999999998311978
1759822305,2025-10-07T07:31:45+00:00,6.500000000232831
1759822320,2025-10-07T07:32:00+00:00,6.9999999992433
